logM_cut,logM1,sigma,alpha,kappa,alpha_c,alpha_s,log10_f_ic
12.2021886313,14.4868272164,1.5041427011,0.7736288915,1.6557029943,0.2273403600,1.7511929794,-1.7444986657
13.6881999445,13.3011319141,2.0650107119,0.4519022040,1.1469668340,0.8376761933,0.6134334885,-0.7935786435
11.6023388425,13.0512938267,1.6178606772,1.7405849483,1.0597129792,0.6236422067,0.5776107186,-1.8607552628
13.7421168051,15.7287098414,0.0601253665,1.5713273995,1.1223300854,1.0077741810,0.9395582702,-1.1273313962
11.6424110915,15.0604938017,2.1205535656,1.2203714166,1.2290225721,1.2056901749,1.6719223904,-0.7049009130
13.9151755395,14.5292935987,1.8538566572,0.3156922791,0.6055210086,1.4586124356,1.3605787846,-1.1595616484
11.3742842409,12.5721034031,2.5500471849,0.8792367442,2.9919865155,0.2189425509,1.1096210662,-1.7636928597
12.4912721916,13.9882376611,0.9760757992,1.6856388860,2.9222142402,1.7558118946,1.7558173019,-0.6541212647
12.0752599149,12.6283514059,2.5304972133,0.4747154051,1.0277115044,0.1948138210,0.0844945272,-0.6867980225
13.2393170988,15.9035520702,2.7525414862,1.8754592420,2.1027389035,1.7554258945,0.7855823894,-1.6360353896
13.1620396255,12.2013962279,1.2409966201,0.3738512705,2.6525615854,1.0780303377,0.6800586612,-1.2397206045
13.5325786724,14.0983002571,2.6352549608,0.7813498986,1.9885509270,1.3471590416,1.8554083335,-0.6432907781
12.2858014655,15.1998178557,2.9561406622,0.4453552497,0.4325281357,0.9752035798,0.7966997693,-1.0855993871
12.5376808897,12.3933270200,0.4069325425,0.3492097789,1.2487477640,1.7971491507,0.1163707391,-1.3674883398
11.9917225605,15.3988012749,1.8567249924,1.9345649740,1.1687523200,0.6543004321,1.1157713509,-1.5831581695
12.0253799263,12.7838246591,1.3668906825,1.6301599610,2.2098957775,0.3975384165,1.5430149151,-1.2064001041
13.7062315955,14.2602617346,2.8645226590,1.9327392431,1.7124525847,1.3931504606,0.0156071063,-1.7654379262
11.2813604917,15.0596949478,0.0798294228,0.5183629802,1.9946617478,0.2995823868,0.8248649772,-1.6949333560
12.5172443619,14.3709517331,1.8319599410,0.6646571004,1.9248424416,0.2212776902,1.2949834459,-1.9060649095
12.6731459817,13.0741226876,1.4983225447,1.3809280347,2.1288415320,1.2453873612,1.1363526416,-1.0521397039
12.9069902437,14.6523532489,1.9633813626,1.3632006136,1.8591563148,0.6766826291,0.7366331696,-0.6519103468
13.3806632413,13.1801188731,1.1110985140,1.1078925147,1.7549606642,0.9366561169,0.8636291160,-0.9793927838
12.6480616632,13.8881870254,1.1234812989,1.5609236659,1.5701001239,0.8136941735,1.7886379010,-1.5154457762
12.5391794074,13.9917360379,1.5131900613,0.7678790447,0.4452666475,1.6969739956,1.1205462458,-0.9457192980
12.7984743855,12.3878675369,1.5704244362,0.3476744883,2.8211990930,1.4035736261,1.3705228129,-1.6091213263
11.3580476681,14.7118956879,1.1353520595,1.0562489512,1.7574134379,1.8613284474,1.0348974462,-1.3274651324
12.6571492919,13.2314121187,0.2357607247,0.7386064149,2.6219055536,0.6988403160,0.3731905437,-2.0997173289
11.2074072098,15.7401701902,0.1034576719,1.4325229519,2.5195304377,0.6637287621,1.1874947153,-0.9467556777
13.8997670146,13.5707678683,1.2833050587,1.3186467958,1.2476187716,0.4608081790,1.0873525714,-1.3586201960
11.4490562965,12.9854926830,1.6945560233,0.5069103327,0.3832749757,0.9537414968,0.7903241601,-0.8548350820
11.9118336532,13.6336670236,1.8996788766,1.5496296913,0.3863279932,1.0073296660,1.2794371957,-0.7042672308
11.4386044817,12.6804812760,2.7588274026,0.8193861465,0.6278498980,0.7683485245,0.3507247717,-1.6001947580
11.9455957487,13.3100998009,0.6932761776,1.2430314670,2.5205522957,1.9063771484,1.9479104311,-1.1798018498
12.0485638329,12.7480755376,0.9618608661,1.9039898862,0.6577217620,1.7029893516,0.0140435625,-1.6282853625
13.6190441619,14.0037626502,2.4536384214,0.4807904300,1.8816892988,1.8865846435,1.0929085459,-1.5440813901
13.0321587308,15.7626457294,0.4440397373,1.2913403173,1.9809689614,1.2714682174,0.7232236527,-1.2188176587
12.5651277489,13.7974848354,0.1129778083,1.1485348126,2.1087275581,1.6101471831,1.9538846543,-0.7200345492
13.1308003102,14.1706041281,1.6674886173,1.6880407102,2.0311263060,0.3363715108,0.2587756432,-1.4835495597
13.8673698082,14.3749730208,0.0358316440,1.2493533091,2.0227860673,0.7787328108,0.8523555002,-1.3515514461
12.5355796151,15.1077670463,1.9492275635,0.6893111532,1.4946332362,0.6434359868,0.2636724480,-2.0887989991
12.4243069688,15.6988404306,1.8878738655,0.6028931372,0.3254176996,1.2896320058,0.2157226715,-1.3001047589
11.7977487773,15.3270121298,1.5514764233,1.5979915553,1.7453170649,0.2733520087,0.5737512284,-1.6490097152
11.6969775576,15.2387736979,1.3798101759,1.1573577135,1.3901584669,1.4476640831,0.6936507983,-1.0103403932
11.8027024976,13.7859153491,0.1383496122,0.8295553314,0.3994853182,1.0729125324,1.5269670931,-0.6920338139
11.2090930557,15.9079349627,2.2218809345,1.3712794781,2.2454449729,0.9105759904,0.7244354624,-1.4544413345
12.9272403112,12.6769037867,1.0759250143,1.2900486569,2.5967510892,0.5022664491,0.0196879228,-0.7461990184
12.2429088439,15.1763795267,1.9865488110,1.8328296523,0.5519406275,1.7131852282,1.3280271412,-1.7591635476
12.6292434614,14.3500394003,2.8687752307,1.2412755574,0.9560262347,1.5593627658,1.5380008448,-1.0526676993
12.4299140649,13.6288376346,0.1999402227,0.5273177742,2.2462319621,0.0954912251,1.4631089827,-2.0716448613
12.8271390807,15.6967080162,0.7092894240,1.4795553733,2.4304868485,0.4093886032,0.8895405636,-1.2887101229
12.2800725730,14.2365422814,0.7647413948,1.6835395272,0.6976482356,0.9494892488,0.3414127724,-1.7456213829
12.2113762862,14.4259679973,0.5470223048,1.3733431835,2.9443124041,0.3107499054,1.0993879769,-1.3615142076
11.8735107670,13.0976552304,1.7922440864,0.6165247622,2.0643157603,1.7968729045,0.0174664092,-0.6300554003
11.2494076778,15.6919407970,2.0875136879,0.4539894001,1.8077683812,1.1796819960,0.8111539985,-1.5793768712
12.3433400470,13.2465612710,0.2994270685,1.6143079325,1.4956380589,0.2965818296,1.9039034198,-1.7290520503
13.9740255168,15.8729707344,0.4274663342,0.9699680028,1.2080115005,0.4714587320,0.0852954257,-0.9084669540
11.4001077202,15.2058452810,0.5887992270,1.3820506020,2.2269771522,0.5052832361,0.5736558485,-1.3041208559
12.9115381110,13.3487502151,2.5963372145,1.8675921926,1.9042140429,1.7390892500,0.9266273823,-0.7982147470
11.6871684689,14.4611707450,0.8829941812,1.5646251561,1.9381381853,1.1398758723,0.9482639832,-1.8137220506
13.6354412428,13.3156756738,1.8677592327,0.6178401347,1.2732060995,1.8697678301,0.7795090685,-1.1608547746
12.8199747616,12.4424579502,2.5729735607,1.3429406632,2.7181593549,1.0167519801,0.5446755013,-1.8953846391
11.2974132865,14.4852643924,0.8723262937,0.6757198880,0.9747520197,0.3634060648,0.6918406753,-1.9198440483
13.3720472865,15.6202632986,2.1901824829,0.3367987921,0.9599367395,1.0669667659,0.3512394073,-1.5677557792
13.7129564949,12.9821322434,1.1993459976,1.4381657564,2.9109488572,1.4229029883,1.7891695516,-1.9281592064
13.7142342100,14.0801648431,1.5329517721,1.2632246861,1.1948675655,0.0187911373,0.3852762349,-0.7677973179
11.9604188217,14.0619147603,2.8022659209,1.6264617132,2.9966737607,0.8036060397,1.4250304485,-1.0485363679
13.0229301697,12.6166770483,1.3376065508,1.6391941343,2.8952550184,0.1474954287,0.6525283052,-1.3427179261
13.8167995811,12.0200588526,2.9781823821,1.9839797498,2.1876741992,0.9979942733,1.5920804165,-0.8253856107
11.5984963374,13.6045683278,2.5115337550,1.9092811372,2.1178012623,0.7508212637,0.1259588180,-1.5389464993
11.4187593891,15.4563139247,2.4592373789,1.4552330606,1.9355598659,1.2944113589,0.9563492276,-1.7533271372
11.5107296458,12.1552726092,0.9866563676,0.5569849376,2.1278552134,1.4623478974,0.2835027032,-1.6565026317
12.4338139156,13.1368217892,1.6797244960,1.7512387597,0.9004457386,1.3596194296,0.3991454865,-1.7211034793
12.9038283226,12.9458143753,0.3908436887,0.7186123139,0.4504832901,1.6662237839,1.6638505831,-2.0329506860
13.5643478556,12.4791292416,0.7132942722,0.4592848670,1.7926508793,0.5213162190,1.5361663289,-0.7101729305
12.0883786042,12.6672604910,0.6876380173,1.4569939151,0.7094935335,1.4954432172,0.9596885781,-0.9435736839
11.7392230731,12.5871019187,0.9775327797,1.7622372271,2.1639121047,1.5086700619,0.3680439580,-1.6675018774
11.7495530601,13.1797873609,2.2859639468,0.7047211952,2.1423340112,0.7695443017,1.5610973167,-1.4793313712
11.7647405295,15.5719825745,2.7501094038,1.3929328936,2.7472409511,1.6455246899,0.4103166865,-1.0064007566
13.7255023859,15.2123505587,0.1938995793,1.0930444376,1.4398701006,1.1011015863,0.7586592964,-2.0288012771
13.4784830565,12.0666653858,1.7592826326,1.4535104108,0.7734533878,1.5346592589,1.0754193208,-1.8763743156
11.5729088963,15.9116833943,2.9598307809,1.2955605781,0.3058334439,0.5420194435,1.5624804429,-0.9350153606
12.1067210920,13.2304717833,0.2638609962,1.9068799253,2.3675317213,0.3168003486,1.1580889443,-1.3580233961
11.8425753039,12.0547596956,1.6784619372,1.7466268404,2.7580025470,0.4656336606,1.1109605540,-1.7121829060
13.6212590649,13.6157277135,1.9361091875,1.9561541129,2.7232101240,0.9419796741,1.1687821737,-1.4236930469
13.9181546604,14.1370403905,1.1094327368,1.3022202035,0.5322527637,0.8833014136,1.5344793775,-0.6674916519
13.6150022562,13.4881147386,2.6032194032,1.7249640486,2.7245509485,1.1102192283,1.2353538564,-1.3713925714
12.9251423339,13.6899682414,2.1260604231,1.6385320707,1.5797640132,1.8575932466,0.5228786554,-1.6623775963
12.8256278330,12.6083813131,1.3418973708,1.0350924198,1.8787182964,0.1679133387,1.9237638348,-1.2456065592
11.5242173407,13.2557594349,0.8628165563,0.9295777755,0.6380082857,0.9330593839,0.1415514420,-1.7043490242
12.7861112448,15.1611458287,2.4520442904,1.1829217072,2.3196626596,1.6117851065,1.1358541115,-1.5664582498
12.1868029397,13.1763131494,0.5134989186,0.8918839917,1.5391063178,1.4595982434,0.8293865512,-1.2191851207
11.4438617920,12.2025400977,2.1440643711,1.5560204741,1.0063866426,0.8624149829,1.5085516473,-1.6138914722
12.3319802824,15.9506785757,0.0453570711,0.7460660687,1.4984098812,0.6664317393,1.6572473771,-0.6958851420
11.2698190055,12.2078854642,2.4531119139,0.6597218380,1.2517016451,0.1038729900,1.9851578852,-2.0420366924
12.3605714631,14.6581477056,2.5673873729,0.6795363808,0.5866989471,0.7745895518,1.6320344163,-1.7952310264
13.4934618491,13.5739605204,0.7462642698,0.5851157474,2.5756693439,0.6530942270,1.6186217303,-0.9352725631
12.1264630164,15.5030638744,1.7737270220,1.3669438351,1.0125701990,1.1552265853,1.1254493084,-1.0762934293
11.2424002749,13.1444135659,2.8141186289,1.6258028252,0.8209002572,0.8410572298,0.7664147085,-1.0475744734
12.0958249984,15.1780520275,1.3734559112,0.8999418427,2.3002256463,0.0503787586,0.2163438676,-1.2438036486
13.8851279912,15.7542272527,0.3884804619,1.7981261656,0.5953271490,0.0069463168,1.1554814461,-1.9009396990
11.6218481121,12.2309318241,0.7745934754,1.0250008980,1.8590259643,0.6939615285,0.0515039097,-0.7557689310
12.0774562004,14.1521130139,1.5292844353,0.3989011124,1.7176055736,1.8500116460,0.4687765934,-1.5113653970
12.8471044746,12.2632728738,1.0287461051,0.7249175668,2.0984271859,1.3019547808,0.2259618471,-1.6011134634
12.4380466156,14.6741195988,1.4002376167,0.9855105087,2.6186350087,0.5210192356,1.8301513795,-0.7888796766
12.8833692471,12.3386502375,2.0698409691,0.4813341529,2.8345466010,1.5798114270,1.5959759571,-0.6421989220
12.5661594760,12.2796660208,0.4941932595,1.0287853678,1.8403149874,1.6318539281,0.3438802902,-1.3121646537
11.4069138659,12.0359563344,2.6741427784,1.2422471750,1.9093818592,0.8176396024,1.2235246627,-1.6590557513
12.8548300556,13.8369082923,2.9140384027,1.8964442322,0.7813338594,1.5957287858,0.5256349113,-1.6958000887
13.0809043014,13.5037542011,0.5220863134,1.3266213617,1.5375501629,1.7655205052,0.3999134016,-1.1859184900
11.3867375128,14.7626030031,1.7472481444,1.4415408209,2.2850446500,0.2238629930,1.0392244670,-0.7937632547
11.8366956471,12.9315368574,2.6730859359,1.2045704188,2.0406005755,0.0653678266,1.7447048167,-1.4499519810
13.4754444939,13.3627157031,0.2144240020,0.5756952432,0.3130300929,1.1627046204,1.8371675759,-0.8790742448
11.5076052503,14.3139997201,0.2026210887,0.3845523581,0.9489297185,1.6442586808,1.9901224076,-0.9588788229
12.3161631636,15.9466450976,0.0064546065,1.6668368686,2.7836921927,0.7185634501,0.9975168408,-1.9709853786
11.5795146654,12.2992287965,2.0849412037,0.4397069850,1.3352969461,0.1844351883,1.7862628634,-1.0774258128
12.8967939919,13.1087129482,0.2842366414,1.1183121202,1.0737247527,0.4796035998,1.9778159444,-1.3749991442
13.5308595957,14.7471952274,0.7904232574,1.9629493711,1.3855829341,1.6257990582,1.4657236908,-1.3304760837
11.7124161585,13.7543280711,2.8504764289,0.9475574147,2.0906646552,0.3958458035,1.0194418311,-1.4329472998
13.9977003653,14.5827085700,2.2857107189,1.4645527911,1.7903620873,1.9794064987,1.4918754196,-0.7630194784
12.6359771643,13.0048066356,0.0462145650,1.6653192416,2.8924767100,0.8894750084,0.4875167905,-1.7513940137
11.5053725929,13.9216185075,2.5412490819,0.6032625751,2.4878949248,0.6514984082,0.2303977866,-0.9463324835
12.8055115435,13.3744196887,1.6526295435,1.0326100833,0.8171979381,1.0836448647,1.6945719184,-1.7194386001
13.0713524220,15.7320597232,2.6585755602,1.0210118904,2.6130716503,1.1524731758,1.4015791592,-1.0299603673
12.1749156376,12.2966771023,1.8962820093,0.6969079359,2.6955747943,1.9764553229,0.8383809129,-1.9954179951
13.7596874084,15.2856858650,2.4823093412,0.6110347877,1.2563958071,0.3948102897,1.5537200449,-2.0306807638
11.4891536281,12.2159150814,2.9921391174,1.7330477734,2.0704645045,1.2223692514,0.9913289916,-1.5239568120
13.1038591336,12.4287932644,1.1125470231,1.1943414967,0.8009759292,1.2914238735,0.0752281324,-0.6735578062
12.4254122674,15.5519983952,0.3281965590,1.3553335580,2.1166069027,1.8037202290,1.1412459430,-0.8867431621
11.6643409623,15.7454845690,0.4615693568,1.5106962929,2.5685023201,1.1096870012,1.7127867933,-1.2634537354
11.9913924349,12.0635664401,0.1509327014,1.7337564511,0.8091573510,1.8351115572,1.8311368782,-0.9986652330
12.2074558866,14.4346854628,0.5448695915,0.9948505297,1.8288098669,0.6953901114,1.3530385768,-0.8861101127
13.7112160475,12.1469183936,2.9789447128,1.5586935308,1.5882288475,1.1758801844,0.7888275388,-1.5401091537
13.4173333474,13.3348418162,2.5287993414,1.0036146063,1.8600460027,1.1275325241,1.9289755168,-0.8920641033
12.2374217386,12.6048089527,1.2810515248,0.8887125524,1.0082600021,0.5505998295,1.0163973028,-1.5402140731
12.0135497934,13.4302921060,1.3772358002,1.2389881818,1.5628687411,0.1258032107,0.9585775686,-0.6286941016
12.4305432219,12.8764135580,2.4802560810,0.9310460727,1.5876693304,0.1435846434,0.9911261289,-1.4067348346
12.2786070161,13.9106433935,1.1687802904,0.8566869108,0.8717081538,0.0635616590,0.2089357357,-1.2256413503
12.2845085604,12.5476132435,2.1709353663,0.7156709942,0.9234561597,0.6348674555,0.3843615720,-1.5691257145
12.5059199656,13.0417448615,1.7365277522,0.6108319073,2.7207629642,1.4521459610,0.5632620732,-1.8827861850
12.6252102041,15.1597639957,1.2865099888,1.3357973114,0.4885015326,0.8285260463,1.0783006508,-1.3757134585
11.7855861581,12.7163689984,0.2219509088,1.6790041034,2.5407455462,0.9863053560,0.3068714574,-1.8668876214
13.4622553814,14.2928629215,2.9883144501,1.7846357179,2.8829604106,0.2721881595,0.2100605814,-0.7063128233
11.8090460026,14.4827170510,0.0289200006,1.3136445125,1.0344557337,0.1403005401,1.1895665676,-1.3510461440
13.1777160922,12.5537593865,0.3208035212,1.9053528023,2.2960069292,1.7309041701,0.6300273734,-1.8026455303
11.3997963257,14.0102649533,0.4216937462,1.1021771830,0.9497425359,1.2363095912,0.5658869042,-1.4985131440
12.2742208692,14.4214126322,2.2978141363,1.0362786811,1.0069024470,0.8537664129,0.5419947274,-0.9737438358
12.2184936067,15.6748222017,2.5629476200,1.5086544846,1.8318218444,0.6885811321,0.1819752028,-0.9659951366
13.7432236207,14.1584751945,1.3803892522,1.5142568192,0.9872669505,0.2035623809,1.9599079753,-1.2047158380
13.7858037876,12.0079889063,1.7923855547,0.4739036392,0.8770291401,1.3545812273,1.5683314017,-1.1012647291
12.0722364911,15.7965812423,1.5397957607,1.6958612677,1.4157180041,1.6712346293,1.0960867558,-2.0413448358
12.6472419561,13.7231838836,1.9915908868,1.0243253131,1.1376478914,1.2409213344,0.2126348547,-0.6278008184
11.5925839810,13.1125906555,2.8213489576,1.0760360122,2.7313651722,1.2187225316,1.8505660791,-1.1568394255
13.3090059244,13.2825136411,0.9086296478,0.4591308539,1.2573922004,0.8492661723,0.9803570469,-0.8160113071
11.3992418590,15.2229414798,2.8447748453,0.9184573509,0.8268221397,0.8839594309,0.0646222751,-1.9293165090
13.1855423737,14.5032258026,0.5012580401,0.7069170224,1.4708605310,0.2301774097,1.8908636048,-0.6516389626
11.3195039636,15.1273729486,2.4682616680,1.5769736047,2.1008783001,1.8343517094,1.0515847186,-1.9656339272
13.3229651780,13.6540131691,2.1874285357,1.0141202129,2.7620174891,0.2973673756,0.3970203255,-1.4912741519
12.8550785162,15.8874701656,1.5459338805,1.9690408851,1.1517250003,0.6997942173,1.7247156736,-2.0529836993
13.3971794878,14.2133155857,1.9775130700,1.9500512990,1.3376088373,1.2705366793,0.3394277245,-1.4676008199
12.7009978763,15.3006848639,2.2735687674,0.9256408895,0.6488109770,0.8555566886,0.0456945408,-1.6934575174
13.9809597920,13.5376946841,1.5808746750,0.4071421405,1.4055430067,1.9973042770,1.0293878565,-1.8188587630
11.3864917547,13.4041282980,2.4730913359,1.3153761769,1.3145891799,1.8547673704,0.2115602116,-0.8758504953
13.8913891584,14.5426506486,0.6546130413,1.3901591326,1.9276312859,0.0280852502,1.8925556207,-1.4780779552
11.9398849629,14.4579969776,2.9660434563,0.9271867288,0.4375504622,0.7178303701,1.8059934952,-1.2280538288
12.3800990504,12.5933311805,2.3794466783,1.5325146700,0.4596645015,1.5067996314,1.5250274488,-1.2576080036
12.0660616031,13.7815849248,1.8449296738,1.8089620737,2.5650813317,0.4546294308,1.0620151168,-1.5036216914
11.3626693267,14.4405851930,0.1803773476,1.1916234819,2.5794096699,1.3626191660,1.5695985886,-0.8672002680
13.1542873734,12.6864840668,0.4384918311,1.2242383629,0.3637303199,0.4908231344,1.9749326696,-1.9819644308
13.0782302774,12.3553031299,0.0999829662,1.9118476716,1.0368417592,1.3627103521,1.7313066115,-1.6385530369
12.5957912046,14.8070987132,1.5672479367,1.5777932965,1.2583825165,1.0923005043,1.0770193749,-1.6224846663
11.5246032458,15.5939382883,1.5988802211,1.9290602811,1.0788332323,1.6305228706,1.9227369505,-2.0508435868
13.1415163199,13.0347245635,2.1429474926,0.9681493071,2.3666246157,0.6712947193,0.5533031502,-1.1791134756
12.9777181080,12.6501040506,2.3247784203,0.8321835679,0.6842428713,1.3307089403,1.5789011979,-1.3793691451
12.2392160803,14.8256823537,1.9901371298,1.5511556850,1.8846989822,0.2846215459,0.0671743300,-1.4748183872
13.5170792782,12.0215469305,2.6739721927,0.7767016068,2.4854546941,1.2556596184,1.8044713042,-1.5716413903
13.0051814821,15.3365651777,0.1213360636,0.7893925176,2.8774932092,0.3215438268,1.9434027866,-1.3469035378
11.7143487199,12.7933610907,1.5931047147,0.6374482521,1.1534305370,1.8991113786,0.4079490076,-1.2959245986
